id,source,matching,destination,type,category,status,ignore
1,0-ca1611.html,exact,https://angelagold.com.vn,301,,active,
2,0-ca1613.html,exact,https://angelagold.com.vn,301,,active,
3,0-ca1615.html,exact,https://angelagold.com.vn,301,,active,
4,0-ca1616.html,exact,https://angelagold.com.vn,301,,active,
5,0-ca1618.html,exact,https://angelagold.com.vn,301,,active,
6,0-ca1619.html,exact,https://angelagold.com.vn,301,,active,
7,0-ca1621.html,exact,https://angelagold.com.vn,301,,active,
8,0-ca1625.html,exact,https://angelagold.com.vn,301,,active,
9,0-ca1626.html,exact,https://angelagold.com.vn,301,,active,
10,0-ca1631.html,exact,https://angelagold.com.vn,301,,active,
11,0-ca1636.html,exact,https://angelagold.com.vn,301,,active,
12,0-ca1639.html,exact,https://angelagold.com.vn,301,,active,
13,0-ca1640.html,exact,https://angelagold.com.vn,301,,active,
14,0-ca1641.html,exact,https://angelagold.com.vn,301,,active,
15,0-ca1642.html,exact,https://angelagold.com.vn,301,,active,
16,0-ca1662.html,exact,https://angelagold.com.vn,301,,active,
17,0-ca173.html,exact,https://angelagold.com.vn,301,,active,
18,0-ca18.html,exact,https://angelagold.com.vn,301,,active,
19,0-ca196.html,exact,https://angelagold.com.vn,301,,active,
20,0-ca2072.html,exact,https://angelagold.com.vn,301,,active,
21,0-ca22.html,exact,https://angelagold.com.vn,301,,active,
22,0-ca220.html,exact,https://angelagold.com.vn,301,,active,
23,0-ca226.html,exact,https://angelagold.com.vn,301,,active,
24,0-ca241.html,exact,https://angelagold.com.vn,301,,active,
25,0-ca244.html,exact,https://angelagold.com.vn,301,,active,
26,0-ca299.html,exact,https://angelagold.com.vn,301,,active,
27,0-ca30.html,exact,https://angelagold.com.vn,301,,active,
28,0-ca300.html,exact,https://angelagold.com.vn,301,,active,
29,0-ca307.html,exact,https://angelagold.com.vn,301,,active,
30,0-ca321.html,exact,https://angelagold.com.vn,301,,active,
31,0-ca34.html,exact,https://angelagold.com.vn,301,,active,
32,0-ca342.html,exact,https://angelagold.com.vn,301,,active,
33,0-ca364.html,exact,https://angelagold.com.vn,301,,active,
34,0-ca37.html,exact,https://angelagold.com.vn,301,,active,
35,0-ca374.html,exact,https://angelagold.com.vn,301,,active,
36,0-ca386.html,exact,https://angelagold.com.vn,301,,active,
37,0-ca39.html,exact,https://angelagold.com.vn,301,,active,
38,0-ca405.html,exact,https://angelagold.com.vn,301,,active,
39,0-ca407.html,exact,https://angelagold.com.vn,301,,active,
40,0-ca413.html,exact,https://angelagold.com.vn,301,,active,
41,0-ca45.html,exact,https://angelagold.com.vn,301,,active,
42,0-ca452.html,exact,https://angelagold.com.vn,301,,active,
43,0-ca458.html,exact,https://angelagold.com.vn,301,,active,
