id,source,matching,destination,type,category,status,ignore
59,cham-soc-da/muon-dep-da-phai-cham-soc-tu-ben-trong-c45a1668.html,exact,https://angelagold.com.vn/cham-soc-da/cham-soc-tu-ben-trong-de-co-lan-da-dep-c45a1668.html,301,,active,
60,suc-khoe-sinh-ly-nu/man-kinh-som-la-gi-8-dau-hieu-man-kinh-o-phu--c44a1898.html,exact,https://angelagold.com.vn/suc-khoe-sinh-ly-nu/dau-hieu-man-kinh-som-c44a1898.html,301,,active,
61,suc-khoe-sinh-ly-nu/kho-am-dao-nen-an-gi-c44a1845.html,exact,https://angelagold.com.vn/suc-khoe-sinh-ly-nu/thuc-pham-tot-cho-nguoi-kho-am-dao-c44a1845.html,301,,active,
62,lepidium-meyenii.html,exact,https://angelagold.com.vn/tinh-chat-lepidium-meyenii.html,301,,active,
63,lepidium-meyenii.html,exact,https://angelagold.com.vn/tinh-chat-lepidium-meyenii.html,301,,active,
64,da-tuoi-sang-tet-rang-ngoi-cung-sam-angela-gold,exact,https://angelagold.com.vn/cham-soc-da-c45.html,301,,active,
65,tin-tuc/sam-angela-gold-san-se-yeu-thuong-voi-benh-nhan-ngheo-thieu-tet-c11a1665.html,exact,https://angelagold.com.vn/dong-hanh-cung-su-kien/sam-angela-gold-san-se-yeu-thuong-voi-benh-nhan-ngheo-thieu-tet-c39a1664.html,301,,active,
66,tin-tuc/tong-quan-ve-lao-hoa-da-va-phuong-phap-chong-lao-hoa-da-hieu-qua-c11a1693.html,exact,https://angelagold.com.vn/tong-quan-ve-lao-hoa-da-va-phuong-phap-chong-lao-hoa-da-hieu-qua,301,,active,
67,chuyen-gia-tu-van/tu-van-a2612.html,exact,https://angelagold.com.vn/chuyen-gia-tu-van/tu-van-uong-sam-angela-co-gay-mun-khong--a2612.html,301,,active,
68,tong-quan-ve-lao-hoa-da-va-phuong-phap-chong-lao-hoa-da-hieu-qua/,exact,https://angelagold.com.vn/lao-hoa-da-la-gi-phuong-phap-chong-lao-hoa-da-hieu-qua,301,,active,
69,cham-soc-da/cach-lam-dep-da-mat-tu-nhien-c45a1726.html,exact,https://angelagold.com.vn/cach-lam-dep-da-mat-tu-nhien-don-gian,301,,active,
